category_class	label	definition	synonyms	subsets	crossreferences
MONDO:0001528	vulva cancer	A primary or metastatic malignant neoplasm involving the vulva.	malignant mammalian vulva neoplasm; cancer of mammalian vulva; malignant tumour of the vulva; malignant neoplasm of the vulva; malignant vulvar tumor; malignant neoplasm of vulva, unspecified; malignant vulva tumour; malignant neoplasm of vulva unspecified; malignant tumor of vulva; vulvar cancer; malignant vulva neoplasm; malignant vulva tumor; malignant vulvar tumour; malignant vulvar neoplasm; mammalian vulva cancer; vulval cancer; malignant tumor of the vulva; malignant tumour of vulva; Ca vulva; malignant neoplasm of mammalian vulva; malignant neoplasm of vulva	mondo:anatomical_member; mondo:is_glucose_dysfunction_member; mondo:anatomical_lower_gastrointestinal_disorder; mondo:tag_existing_treatment_member; mondo:mondo_top_grouping_member; mondo:is_pathogen_caused_member; mondo:txgnn_member; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:is_cancer_true; mondo:tag_existing_treatment_true; mondo:txgnn_cancer; mondo:txgnn_autoimmune_diseases; mondo:mondo_top_grouping_reproductive_system_disorder; mondo:harrisons_view_cancer_or_benign_tumor; mondo:medical_specialization_member; mondo:medical_specialization_oncology; mondo:is_cancer_member; mondo:anatomical_reproductive_system_disorder; mondo:harrisons_view_member; mondo:mondo_txgnn_member; mondo:is_pathogen_caused_false; mondo:otar; mondo:tag_qaly_lost_member; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:harrisons_view_reproductive_system_disorder; mondo:tag_qaly_lost_high; mondo:medical_specialization_obstetrics_and_gynecology; mondo:is_glucose_dysfunction_false; mondo:tag_qualy_lost_other	ICD10CM:C51; MEDGEN:91196; NCIT:C7502; SCTID:363367000; ICD9:184.4; DOID:1245; UMLS:C0375071; MESH:D014846
MONDO:0001135	voyeurism	A disorder characterized by recurrent sexual urges, fantasies, or behaviors involving observing an unsuspecting person who is naked, disrobing, or engaging in sexual activity.		mondo:is_pathogen_caused_member; mondo:mondo_top_grouping_psychiatric_disorder; mondo:mondo_txgnn_member; mondo:mondo_top_grouping_nervous_system_disorder; mondo:paraphilic; mondo:anatomical_member; mondo:is_glucose_dysfunction_member; mondo:mondo_top_grouping_member; mondo:harrisons_view_psychiatric_disorder; mondo:is_cancer_false; mondo:mondo_txgnn_psychiatric_disorder; mondo:txgnn_member; mondo:tag_qaly_lost_member; mondo:is_cancer_member; mondo:is_glucose_dysfunction_false; mondo:tag_qualy_lost_other; mondo:anatomical_brain_disorder; mondo:medical_specialization_psychiatry; mondo:tag_existing_treatment_false; mondo:harrisons_view_nervous_system_disorder; mondo:tag_qaly_lost_low; mondo:medical_specialization_member; mondo:anatomical_reproductive_system_disorder; mondo:txgnn_other; mondo:medical_specialization_neurology; mondo:tag_existing_treatment_member; mondo:matrix_excluded; mondo:txgnn_mental_health_disorder; mondo:icd10_billable; mondo:is_pathogen_caused_false; mondo:harrisons_view_member	DOID:10834; UMLS:C0042979; SCTID:63835008; NCIT:C94360; ICD10CM:F65.3; MESH:D014843; ICD9:302.82; MEDGEN:12126
MONDO:0001377	vitreous syneresis		vitreous degeneration	mondo:mondo_top_grouping_disorder_of_orbital_region; mondo:medical_specialization_neurology; mondo:medical_specialization_ophthalmology; mondo:medical_specialization_member; mondo:otar; mondo:tag_qaly_lost_low; mondo:mondo_top_grouping_disorder_of_visual_system; mondo:is_glucose_dysfunction_member; mondo:harrisons_view_disorder_of_visual_system; mondo:harrisons_view_member; mondo:txgnn_autoimmune_diseases; mondo:tag_qualy_lost_other; mondo:is_cancer_member; mondo:txgnn_inflammatory_disease; mondo:txgnn_member; mondo:anatomical_spinal_disorder; mondo:is_cancer_false; mondo:anatomical_member; mondo:tag_existing_treatment_false; mondo:anatomical_eye_disorder; mondo:tag_existing_treatment_member; mondo:mondo_top_grouping_member; mondo:is_pathogen_caused_member; mondo:tag_qaly_lost_member; mondo:is_glucose_dysfunction_false; mondo:mondo_txgnn_other; mondo:is_pathogen_caused_false	DOID:11816; SCTID:60189009; ICD9:379.21; UMLS:C0155366; MEDGEN:509938
MONDO:0004860	vitreous disorder	A disease involving the vitreous humor.	vitreous humor disease or disorder; vitreous humour disease or disorder; disease of vitreous humour; disease or disorder of vitreous humor; disease or disorder of vitreous humour; vitreous humour disease; vitreous humor disease; disorder of vitreous humour; disease of vitreous humor; disorder of vitreous humor	mondo:txgnn_neurodegenerative_disease; mondo:tag_existing_treatment_false; mondo:is_pathogen_caused_member; mondo:anatomical_eye_disorder; mondo:tag_qaly_lost_medium; mondo:txgnn_inflammatory_disease; mondo:tag_qaly_lost_member; mondo:is_cancer_false; mondo:mondo_top_grouping_disorder_of_visual_system; mondo:mondo_top_grouping_disorder_of_orbital_region; mondo:mondo_txgnn_other; mondo:is_glucose_dysfunction_false; mondo:medical_specialization_; mondo:medical_specialization_member; mondo:anatomical_member; mondo:txgnn_member; mondo:mondo_top_grouping_member; mondo:harrisons_view_member; mondo:tag_qualy_lost_other; mondo:is_cancer_member; mondo:tag_existing_treatment_member; mondo:medical_specialization_ophthalmology; mondo:harrisons_view_disorder_of_visual_system; mondo:is_glucose_dysfunction_member; mondo:txgnn_autoimmune_diseases; mondo:is_pathogen_caused_false; mondo:anatomical_vitreous_disorder	UMLS:C0700141; DOID:9720; MEDGEN:1843447; ICD9:379.24
MONDO:0044137	vitreous body disorder	Any disease affecting the vitreous body of the eye.	disorder of vitreous body; vitreous body disorder; disease of vitreous body; disease or disorder of vitreous body; vitreous body disease; vitreous body disease or disorder	mondo:mondo_txgnn_other; mondo:harrisons_view_disorder_of_visual_system; mondo:is_glucose_dysfunction_member; mondo:txgnn_inflammatory_disease; mondo:mondo_top_grouping_disorder_of_orbital_region; mondo:medical_specialization_member; mondo:mondo_top_grouping_disorder_of_visual_system; mondo:anatomical_other; mondo:otar; mondo:txgnn_member; mondo:medical_specialization_neurology; mondo:txgnn_metabolic_disorder; mondo:medical_specialization_ophthalmology; mondo:tag_existing_treatment_member; mondo:anatomical_eye_disorder; mondo:is_cancer_false; mondo:is_pathogen_caused_false; mondo:mondo_top_grouping_member; mondo:anatomical_member; mondo:tag_qualy_lost_other; mondo:txgnn_autoimmune_diseases; mondo:tag_qaly_lost_member; mondo:tag_qaly_lost_medium; mondo:is_pathogen_caused_member; mondo:tag_existing_treatment_false; mondo:is_glucose_dysfunction_false; mondo:txgnn_neurodegenerative_disease; mondo:is_cancer_member; mondo:harrisons_view_member	EFO:0008624; ICD9:379.29; UMLS:C0155365; MEDGEN:56361; NCIT:C45256; SCTID:76682005
MONDO:0031001	vitreoretinopathy with phalangeal epiphyseal dysplasia		VPED	mondo:is_cancer_member; mondo:harrisons_view_hereditary_disease; mondo:anatomical_member; mondo:txgnn_autoimmune_diseases; mondo:otar; mondo:harrisons_view_member; mondo:is_glucose_dysfunction_false; mondo:is_pathogen_caused_false; mondo:is_glucose_dysfunction_member; mondo:mondo_top_grouping_hereditary_disease; mondo:tag_existing_treatment_false; mondo:anatomical_bone_disorder; mondo:tag_qualy_lost_other; mondo:unclassified_hereditary; mondo:anatomical_joint_disorder; mondo:is_pathogen_caused_member; mondo:tag_existing_treatment_member; mondo:txgnn_metabolic_disorder; mondo:mondo_txgnn_other; mondo:medical_specialization_member; mondo:anatomical_eye_disorder; mondo:tag_qaly_lost_high; mondo:medical_specialization_genetics_and_genomics; mondo:mondo_top_grouping_member; mondo:medical_specialization_orthopaedic; mondo:matrix_excluded; mondo:medical_specialization_ophthalmology; mondo:tag_qaly_lost_member; mondo:txgnn_member; mondo:is_cancer_false	OMIM:619248; UMLS:C1852989; MEDGEN:343940
MONDO:0010189	vitiligo, progressive, with intellectual disability and urethral duplication		vitiligo, progressive, with intellectual disability and urethral duplication; vitiligo, progressive, with mental retardation and urethral duplication	mondo:medical_specialization_urology; mondo:medical_specialization_pediatrics; mondo:txgnn_neurodegenerative_disease; mondo:tag_existing_treatment_false; mondo:is_glucose_dysfunction_false; mondo:unclassified_hereditary; mondo:mondo_top_grouping_hereditary_disease; mondo:medical_specialization_genetics_and_genomics; mondo:harrisons_view_hereditary_disease; mondo:txgnn_autoimmune_diseases; mondo:anatomical_kidney_disorder; mondo:tag_existing_treatment_member; mondo:anatomical_skin_disorder; mondo:medical_specialization_member; mondo:is_cancer_member; mondo:tag_qaly_lost_very_high; mondo:anatomical_immune_disorder; mondo:tag_qualy_lost_other; mondo:harrisons_view_member; mondo:mondo_top_grouping_member; mondo:is_pathogen_caused_member; mondo:anatomical_member; mondo:matrix_excluded; mondo:medical_specialization_dermatology; mondo:is_glucose_dysfunction_member; mondo:txgnn_member; mondo:mondo_txgnn_other; mondo:is_pathogen_caused_false; mondo:tag_qaly_lost_member; mondo:anatomical_urinary_tract_disorder; mondo:is_cancer_false	UMLS:C1848532; MEDGEN:336363; MESH:C564739; OMIM:277465
MONDO:0024298	vitamin deficiency disorder	A disorder that is caused by the deficiency of a vitamin. The deficiency may result from either suboptimal vitamin intake or conditions that prevent the vitamin's use or absorption in the body. Representative examples include beriberi caused by thiamine deficiency, scurvy caused by vitamin C deficiency, and rickets caused by vitamin D deficiency.	avitaminosis; vitamin deficiency; vitamin deficiency disorder	mondo:otar; mondo:mondo_top_grouping_nutritional_disorder; mondo:txgnn_metabolic_disorder; mondo:tag_existing_treatment_true; mondo:tag_qualy_lost_other; mondo:tag_qaly_lost_member; mondo:mondo_top_grouping_member; mondo:is_cancer_false; mondo:medical_specialization_hepatology; mondo:mondo_txgnn_other; mondo:medical_specialization_member; mondo:txgnn_anemia; mondo:anatomical_member; mondo:medical_specialization_endocrinology; mondo:harrisons_view_member; mondo:tag_existing_treatment_member; mondo:is_glucose_dysfunction_false; mondo:is_pathogen_caused_false; mondo:is_cancer_member; mondo:harrisons_view_nutritional_disorder; mondo:anatomical_endocrine_disorder; mondo:is_glucose_dysfunction_member; mondo:txgnn_member; mondo:anatomical_liver_disorder; mondo:is_pathogen_caused_member; mondo:anatomical_lower_gastrointestinal_disorder; mondo:tag_qaly_lost_high; mondo:medical_specialization_gastroenterology	NCIT:C35772; MEDGEN:267607; MESH:D001361; SCTID:85670002; UMLS:C1510471; ICD9:269.2; ICD9:269.1
MONDO:0024299	vitamin D-dependent rickets		VDDR	mondo:otar; mondo:txgnn_metabolic_disorder; mondo:tag_existing_treatment_true; mondo:tag_qualy_lost_other; mondo:tag_qaly_lost_member; mondo:mondo_top_grouping_member; mondo:is_cancer_false; mondo:mondo_txgnn_other; mondo:harrisons_view_musculoskeletal_system_disorder; mondo:medical_specialization_member; mondo:anatomical_member; mondo:mondo_top_grouping_musculoskeletal_system_disorder; mondo:medical_specialization_endocrinology; mondo:rare; mondo:harrisons_view_member; mondo:tag_existing_treatment_member; mondo:is_glucose_dysfunction_false; mondo:is_pathogen_caused_false; mondo:is_cancer_member; mondo:anatomical_endocrine_disorder; mondo:is_glucose_dysfunction_member; mondo:medical_specialization_pediatric; mondo:txgnn_member; mondo:medical_specialization_orthopaedic; mondo:medical_specialization_genetics_and_genomics; mondo:is_pathogen_caused_member; mondo:txgnn_inflammatory_disease; mondo:gard_rare; mondo:tag_qaly_lost_high; mondo:anatomical_bone_disorder; mondo:mondo_subtype	UMLS:C0221468; NANDO:2200401; NANDO:2100144; SCTID:68295002; DOID:0080883; MEDGEN:526251; NANDO:1200781
MONDO:0020696	vitamin B12 deficiency	A disease characterized by low serum levels of vitamin B12, either inherited or acquired.	hypocobalaminemia; vitamin b12 deficiency; cobalamin deficiency	mondo:mondo_top_grouping_nutritional_disorder; mondo:otar; mondo:is_pathogen_caused_member; mondo:tag_existing_treatment_member; mondo:mondo_top_grouping_metabolic_disease; mondo:tag_existing_treatment_true; mondo:medical_specialization_hematology; mondo:txgnn_metabolic_disorder; mondo:txgnn_member; mondo:is_cancer_false; mondo:txgnn_neurodegenerative_disease; mondo:medical_specialization_member; mondo:anatomical_blood_bone_marrow_disorder; mondo:is_glucose_dysfunction_false; mondo:harrisons_view_member; mondo:medical_specialization_endocrinology; mondo:harrisons_view_nutritional_disorder; mondo:medical_specialization_gastroenterology; mondo:tag_qaly_lost_member; mondo:txgnn_anemia; mondo:tag_qaly_lost_medium; mondo:is_pathogen_caused_false; mondo:anatomical_member; mondo:anatomical_upper_gastrointestinal_disorder; mondo:mondo_txgnn_member; mondo:mondo_top_grouping_member; mondo:medical_specialization_neurology; mondo:mondo_txgnn_metabolic_disease; mondo:is_glucose_dysfunction_member; mondo:harrisons_view_metabolic_disease; mondo:tag_qualy_lost_other; mondo:is_cancer_member	SCTID:190634004; EFO:0000734; ICD9:266.2; NCIT:C131684; MESH:D014806; UMLS:C0042847; MEDGEN:21880; icd11.foundation:1366882206; HP:0100502
MONDO:0042976	vitamin B deficiency	A condition due to deficiency in any member of the vitamin B complex. These B vitamins are water-soluble and must be obtained from the diet because they are easily lost in the urine. Unlike the lipid-soluble vitamins, they cannot be stored in the body fat.		mondo:harrisons_view_nutritional_disorder; mondo:tag_existing_treatment_true; mondo:medical_specialization_hematatology; mondo:otar; mondo:medical_specialization_member; mondo:medical_specialization_endocrinology; mondo:is_cancer_false; mondo:is_pathogen_caused_false; mondo:tag_qaly_lost_member; mondo:is_glucose_dysfunction_member; mondo:anatomical_endocrine_disorder; mondo:is_cancer_member; mondo:anatomical_member; mondo:mondo_top_grouping_member; mondo:tag_qualy_lost_other; mondo:mondo_txgnn_other; mondo:anatomical_lower_gastrointestinal_disorder; mondo:tag_existing_treatment_member; mondo:is_glucose_dysfunction_false; mondo:harrisons_view_member; mondo:mondo_top_grouping_nutritional_disorder; mondo:txgnn_member; mondo:anatomical_upper_gastrointestinal_disorder; mondo:txgnn_metabolic_disorder; mondo:is_pathogen_caused_member; mondo:txgnn_anemia; mondo:tag_qaly_lost_medium; mondo:medical_specialization_gastroenterology	MESH:D014804; UMLS:C0042850; SCTID:47903000; MEDGEN:22669; NCIT:C35129
MONDO:0032655	visual impairment and progressive phthisis bulbi			mondo:is_glucose_dysfunction_member; mondo:txgnn_member; mondo:medical_specialization_ophthalmology; mondo:anatomical_member; mondo:mondo_top_grouping_member; mondo:harrisons_view_member; mondo:anatomical_lung_disorder; mondo:tag_qualy_lost_other; mondo:txgnn_inflammatory_disease; mondo:anatomical_eye_disorder; mondo:tag_qaly_lost_high; mondo:is_glucose_dysfunction_false; mondo:matrix_excluded; mondo:tag_existing_treatment_member; mondo:is_pathogen_caused_false; mondo:is_cancer_member; mondo:tag_qaly_lost_member; mondo:is_pathogen_caused_member; mondo:is_cancer_false; mondo:medical_specialization_member; mondo:medical_specialization_; mondo:medical_specialization_other; mondo:tag_existing_treatment_false; mondo:unclassified_hereditary; mondo:mondo_top_grouping_hereditary_disease; mondo:mondo_txgnn_other; mondo:txgnn_autoimmune_diseases; mondo:medical_specialization_pulmonology; mondo:harrisons_view_hereditary_disease	OMIM:618283; DOID:0070356; UMLS:C4748978; MEDGEN:1648430
MONDO:0001386	visual epilepsy	Clinical or subclinical disturbances of cortical function due to a sudden, abnormal, excessive, and disorganized discharge of brain cells. Clinical manifestations include abnormal motor, sensory and psychic phenomena. Recurrent seizures are usually referred to as epilepsy or 'seizure disorder.'	epilepsy, visual	mondo:tag_qaly_lost_medium; mondo:tag_existing_treatment_member; mondo:mondo_txgnn_member; mondo:anatomical_eye_disorder; mondo:tag_existing_treatment_true; mondo:is_glucose_dysfunction_member; mondo:medical_specialization_member; mondo:is_glucose_dysfunction_false; mondo:tag_qualy_lost_other; mondo:mondo_txgnn_psychiatric_disorder; mondo:mondo_top_grouping_psychiatric_disorder; mondo:harrisons_view_disorder_of_visual_system; mondo:is_cancer_false; mondo:is_pathogen_caused_member; mondo:txgnn_neurodegenerative_disease; mondo:anatomical_member; mondo:gard_rare; mondo:mondo_top_grouping_disorder_of_visual_system; mondo:mondo_top_grouping_member; mondo:anatomical_brain_disorder; mondo:medical_specialization_neurology; mondo:rare; mondo:medical_specialization_ophthalmology; mondo:is_cancer_member; mondo:mondo_top_grouping_nervous_system_disorder; mondo:txgnn_autoimmune_diseases; mondo:txgnn_mental_health_disorder; mondo:harrisons_view_psychiatric_disorder; mondo:txgnn_inflammatory_disease; mondo:harrisons_view_nervous_system_disorder; mondo:is_pathogen_caused_false; mondo:tag_qaly_lost_member; mondo:harrisons_view_member; mondo:txgnn_member	MESH:D012640; DOID:11832; MEDGEN:75723; UMLS:C0270824; SCTID:39194005; NCIT:C3980
